origin,destination,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004
RS,MT,null,32240,25351,15365,4052,2666,2485,1602,1592,198,40,35,1655,68,0,325,1775
RS,NL,37461,122945,120281,104886,81029,71911,60797,59821,53028,34312,16233,11650,18846,16501,13828,10227,10220
RS,NO,null,24486,24101,21221,20732,16163,15118,16182,11253,11550,14830,11558,10495,4513,60,91,83
RS,PL,null,35262,31326,24226,31354,30185,28889,9008,9254,8775,7070,5130,21,355,118,52,13
RS,PT,null,197,18,571,48,665,3612,2,17,99,411,199,244,285,null,156,null
RS,RO,null,35081,35688,34680,37343,35245,31317,8637,8067,7510,5681,313,191,183,273,5,494
RS,RS,null,67,338,32,3,null,null,null,null,null,null,null,null,null,null,null,null
RS,SE,null,140878,139504,124325,112373,112556,100895,103561,97364,78871,19730,19369,24754,22271,20518,15986,18190
RS,SI,null,40145,31425,31488,33398,31424,19857,9120,9621,10763,11519,7022,9133,8671,6456,4627,4477
RS,SK,3057,15373,16497,16163,2811,30,9,24,24,20,193,97,48,60,8,1700,1018
RS,TR,null,235896,213033,176989,138377,187587,186217,147940,108224,null,null,null,null,null,null,null,null
RS,UK,null,84014,70404,68356,65479,61910,62752,66190,68650,87026,82458,82957,84520,87958,61454,54880,55530
SE,AT,null,225380,174398,172442,186607,184221,160911,170424,183185,211532,201078,186396,170964,161751,145291,117791,101314
SE,BE,null,314104,284637,281154,254623,243628,227705,213527,235754,229689,231372,182352,188617,199458,213448,206055,250952
SE,BG,0,23686,36821,41460,37446,32957,27083,21291,19135,23452,27869,37005,62148,88117,null,null,null
SE,CH,null,316843,313935,303897,295343,299651,284443,253913,262092,254469,212114,225051,204972,171692,148424,141403,135797
SE,CY,null,128558,136916,124825,111546,104448,107631,118234,114934,106093,105006,108366,122009,117106,93499,83575,81557
SE,CZ,null,152671,139470,134629,110844,102888,100652,96909,91452,88282,104044,107194,79698,60782,76143,63251,50256
SE,DE,433008,1618655,1583132,1702341,1684158,1532478,1384767,1429072,1411290,1361102,1292788,1279379,1308508,1205060,1089579,975172,799583
SE,DK,null,894502,971755,962487,1035731,948685,950255,867210,859898,819198,788138,729692,870428,900692,893915,941198,967830
SE,EE,null,146252,114741,103903,74669,54491,55545,71832,91964,82496,65178,62248,84388,87951,79064,74473,55012
SE,EL,null,592929,637578,649378,564941,536122,503834,413498,398898,395687,361830,341508,372979,397940,370445,315812,342017
SE,ES,null,1841668,1928649,2002008,1717408,1535649,1503289,1453008,1295578,1220697,1012345,881744,1085246,893673,834733,849110,806878
SE,FI,213608,973988,984762,931841,883032,833540,796661,758941,757601,694888,605521,560854,639189,661522,713780,645970,624253
SE,FR,null,591501,563183,576895,547564,561242,571205,564464,507762,537020,446375,458871,585011,578439,524000,473468,467294
SE,HR,null,190645,192282,189452,141679,107476,118872,109160,77902,64548,62712,60697,57547,null,null,null,null
SE,HU,null,187229,189428,191670,181139,169662,145132,170058,169845,179611,164094,155412,138877,136814,124519,105610,56969
SE,IE,null,87731,80686,75754,55216,43859,53700,75375,72094,61793,50991,54124,82258,103579,80066,47208,29978
SE,IS,16433,97063,129131,133564,114607,93376,79337,73852,74992,67703,55798,50527,57228,77903,64850,56443,50280
SE,IT,null,424348,490254,479295,414167,380933,393701,396453,393050,438286,394089,348255,370268,348614,299023,273431,271504
SE,LT,null,84422,97973,87078,85316,52493,32475,24215,19409,37635,6775,9937,24600,27101,29905,13341,null
SE,LU,4644,1296,13030,16578,16438,11390,6155,67,11,201,5,0,1826,1296,0,0,2346
SE,LV,null,151119,165373,134046,116541,108959,89886,103145,97839,115757,121109,131086,110811,101553,80096,70600,29896
SE,ME,null,21626,27845,17411,1101,null,null,null,null,null,null,null,null,null,null,null,null
SE,MK,null,106576,108867,95323,79490,85810,null,null,null,null,null,null,null,null,null,null,null
SE,MT,null,50642,48931,45960,37156,44021,39817,40606,36266,35328,31231,27056,29061,24571,13881,23486,23998
SE,NL,252167,723680,720244,707271,617080,577945,545360,542116,533692,497042,460786,452899,503439,478120,444258,432203,414507
SE,NO,null,881289,898085,881752,852676,820985,825246,735537,710703,693115,605017,562820,613585,600740,609381,539345,504225
SE,PL,null,734033,778581,667515,550386,444296,386245,349849,281943,289529,254443,278099,274291,243326,166881,70107,39177
SE,PT,null,160653,153707,122892,90109,96298,89117,75380,68984,66323,71762,64254,78612,75726,71638,73407,69976
SE,RO,null,94896,100711,91799,76401,49079,17838,114,1,4,4,69,53,404,4,null,5241
SE,RS,null,154826,107992,72581,57571,null,null,null,null,null,null,null,null,null,null,null,null
SE,SE,null,6792937,7490070,7741641,7520514,7307430,7232597,6945902,6916832,6802095,6000563,5838869,6546506,6698927,6853795,6939673,6652345
SE,SI,null,76,151,199,384,3049,23,188,36,2726,2458,3952,4131,48,274,155,161
SE,SK,1515,533,173,231,288,493,101,255,300,2929,18742,20715,32145,8047,47,4,229
SE,TR,null,533426,489109,428007,465118,681962,724482,736794,645932,null,null,null,null,null,null,null,null
SE,UK,null,1344289,1410003,1412734,1388649,1338354,1298995,1286712,1247301,1270443,1094191,1034550,1150094,1128962,1156850,1184517,1154893
SI,AT,null,22609,28805,33670,31173,31734,29962,26148,28957,29466,28676,27869,40211,38132,36048,33530,31610
SI,BE,null,49262,54154,51384,47959,51357,46610,42580,29841,27816,31421,29452,50391,45818,33559,17620,16050
SI,BG,1,4538,3849,215,134,113,593,1722,1943,3825,3436,2463,1857,2961,null,null,null
SI,CH,null,45018,53614,54060,48305,61363,42819,42354,38281,37378,35471,34201,34419,26384,18024,11819,12891
SI,CY,null,null,211,null,null,2,50,450,51,1471,153,6,573,726,1054,1250,1191
SI,CZ,null,5227,6707,6411,5993,5823,4877,281,5591,19339,16354,16001,18871,18964,16861,13370,10478
SI,DE,31374,122418,128048,113941,114043,114694,107362,115495,101070,104559,98355,93106,112449,101868,101612,128759,97748
SI,DK,null,13045,16549,13912,8595,11430,9782,9413,12139,8698,10027,8232,9670,10133,10392,7177,6046
SI,EE,null,93,237,152,null,89,147,null,null,225,172,58,3,45,null,null,37
SI,EL,null,31815,30974,28216,32710,38750,35219,29562,27345,36461,41624,51687,52066,50102,47494,44233,29335
SI,ES,null,3177,2911,3070,2756,823,3373,3831,5888,7712,12222,8668,11844,10695,9178,2591,1533
SI,FI,null,17924,16298,18869,17492,17370,16252,17099,13418,11192,9564,10653,14300,13553,94,151,315
SI,FR,null,52569,53023,44040,38794,53073,39121,39846,32093,74917,53409,56447,71943,63213,57460,48328,37921
SI,HR,null,1,1500,373,136,225,34,725,1096,1936,1228,3062,11747,null,null,null,null
SI,HU,null,4,2,113,8,92,80,0,0,47,133,6562,10433,10482,9690,8889,6140
SI,IE,null,null,70,null,null,null,null,null,4,1003,1035,1444,1688,1739,1435,4190,2031
SI,IS,32,1005,958,941,1517,811,977,610,707,321,200,null,null,531,1712,793,null
SI,IT,null,1242,1753,1948,2045,731,480,1127,620,1257,1400,1684,1467,3664,4267,1840,608
SI,LT,null,4,3,null,127,4,163,483,80,594,31,null,null,null,null,null,null
SI,LU,null,1,120,72,4,0,null,0,170,0,0,null,107,75,40,0,null
SI,LV,null,142,7,null,5,33,0,1,null,null,172,4,62,10,12,35,69
SI,ME,null,28328,31182,25453,19161,null,null,null,null,null,null,null,null,null,null,null,null
SI,MK,null,20405,22373,27831,21734,22981,null,null,null,null,null,null,null,null,null,null,null
SI,MT,null,2651,2465,2421,2089,2155,1869,2639,1873,2672,2538,3668,1886,2764,2854,2588,2044
SI,NL,6479,47381,51219,37884,17035,12205,13914,15690,12540,12318,13615,13261,14153,9421,6932,7333,5713
SI,NO,null,970,926,736,532,884,5,485,249,145,0,641,2322,102,216,598,275
SI,PL,null,22513,26602,25713,17927,7741,4454,91,91,2825,3880,4680,6336,5233,3158,1065,100
SI,PT,null,103,110,141,147,156,244,7,null,205,44,42,96,54,26,44,311
SI,RO,null,2,2877,10,6,null,null,76,35,55,51,2357,3849,292,78,2,1730
SI,RS,null,40652,19007,18691,17341,null,null,null,null,null,null,null,null,null,null,null,null
SI,SE,null,314,15,29,1767,2645,1605,2120,2764,2540,2226,3898,4125,48,143,141,72
SI,SI,null,0,0,0,0,132,null,null,null,119,83,72,0,0,6,144,87
SI,SK,15,58,21,146,258,30,14,4,9,30,41,15,20,24,18,null,108
SI,TR,null,90030,89165,78375,52869,70601,69854,73382,69421,null,null,null,null,null,null,null,null
SI,UK,null,117387,124724,122620,93940,83534,83385,92704,65550,62941,62846,68739,78550,82621,91091,78155,57943
SK,AT,null,34877,28165,25910,27073,29726,26992,27611,26279,21390,14287,11735,16064,17014,15685,13748,10441
SK,BE,null,30512,31428,31840,44346,29430,27424,32063,31384,34960,30595,19534,11,1051,16435,13635,8683
SK,BG,8882,81548,92921,61900,47488,42385,43931,47170,47464,41870,28636,28324,41283,44575,null,null,null
SK,CH,null,189,271,593,500,348,481,558,419,352,3687,4637,546,15503,17222,8656,9897
SK,CY,null,40278,31677,7811,5718,1433,1662,1596,1891,5146,1685,2518,2953,4271,7161,7629,7875
SK,CZ,null,29571,32395,39070,46238,38756,34588,30653,33014,57925,83977,96171,138635,126286,110131,102094,96202
SK,DE,1557,7499,17184,40810,51568,10197,1030,1595,921,1092,11684,30659,74532,82585,97731,54410,27495
SK,DK,null,53,325,559,7,20,20,5204,5742,121,7,3039,89,9759,10279,7196,20
SK,EE,null,null,null,44,null,null,122,null,null,null,442,null,233,559,347,469,109
SK,EL,null,117455,123471,110759,106208,91469,69335,45440,39805,51323,51240,60367,82373,79310,80519,64857,54525
SK,ES,null,57587,79701,89100,81938,72151,47431,51859,62583,100637,73111,38458,42733,31276,26536,23011,16216
SK,FI,142,1252,321,803,179,192,274,381,953,222,197,468,481,252,9,8,518
SK,FR,null,16473,14503,13988,17779,19178,18929,16154,24739,36149,29460,35447,57402,49773,61815,58518,44637
SK,HR,null,194,228,466,837,638,749,1937,2678,1690,1996,8491,9639,null,null,null,null
SK,HU,null,710,165,133,358,208,316,532,238,189,218,127,218,96,138,313,531
SK,IE,null,63311,65901,66286,66538,62779,49507,48333,46386,44243,45386,37052,103180,64925,36927,2834,121
SK,IS,38,416,731,520,615,649,958,866,9,83,3,75,null,166,1,18,3
SK,IT,null,107630,119223,114369,110821,122571,109173,96654,80151,91333,119798,106840,95993,106285,118763,67887,24929
SK,LT,null,3,186,138,null,0,10,11,146,8,14,43,197,32,18,32,null
SK,LU,16,116,9,5,null,49,5,30,39,1,0,42,3,127,null,150,46
SK,LV,null,1371,1323,949,1165,1011,431,542,8,183,2,5,52,22,161,205,230
SK,ME,null,2072,3834,2041,1900,null,null,null,null,null,null,null,null,null,null,null,null
SK,MK,null,38175,37097,24634,12310,0,null,null,null,null,null,null,null,null,null,null,null
SK,MT,null,17572,15409,1536,1366,1689,1782,1253,1252,1238,557,180,null,152,null,118,526
SK,NL,2956,13433,8031,113,113,55,27,290,212,4464,18,2091,205,25979,30077,25145,13806
SK,NO,null,617,180,662,2,473,10249,10248,8966,58,195,239,163,7,308,179,0
SK,PL,null,23557,36884,27107,8496,634,664,315,3341,2185,4085,786,718,497,3503,8156,4622
SK,PT,null,217,13,1029,6,290,163,356,3372,1430,210,1554,380,924,39,853,209
SK,RO,null,26,11,9133,68,258,21,3,105,3,31,1425,71,4164,15614,null,110
SK,RS,null,19870,16508,23,56,null,null,null,null,null,null,null,null,null,null,null,null
SK,SE,null,502,132,87,381,345,99,259,516,2691,18544,20727,32493,8452,408,null,128
SK,SI,null,3,86,144,232,0,null,64,39,20,0,33,57,10,29,59,342
SK,SK,303,2075,27384,30632,31500,27452,26417,19573,29216,33680,41168,102248,192415,174610,115936,63438,35661
SK,TR,null,163185,124394,73724,31564,103226,93666,95656,85751,null,null,null,null,null,null,null,null
SK,UK,null,366119,353207,308205,352654,325228,253710,216095,233138,229458,248251,277344,354126,261595,228637,139598,60697
TR,AT,null,663581,589835,494340,531836,681731,681033,680884,605591,587301,508587,435401,440834,424099,395670,517942,499303
TR,BE,null,539055,656683,545541,493814,734331,757696,759213,704376,682731,643667,612114,614832,580726,490098,579544,482070
TR,BG,47433,194006,176730,138601,136180,143744,110809,87365,74490,68182,63364,61862,70940,49688,null,null,null
TR,CH,null,963422,869779,756711,787471,930951,904595,868482,812734,738952,634501,522962,486245,440602,381349,467991,410646
TR,CY,null,null,null,null,null,null,null,null,0,null,null,40,null,0,2,93,1
TR,CZ,null,449431,365849,271989,221385,315796,276113,245935,244298,233116,188031,182049,164791,147475,115790,100140,76566
TR,DE,2308954,8236855,7457030,6212543,6440854,7720338,7202472,6839575,6808673,6420496,5841570,4977799,5089469,4997582,4658615,5324970,5120550
TR,DK,null,563021,542515,460558,531793,620011,603003,541909,487791,448089,377236,304362,272118,257098,249795,318724,234489
TR,EE,null,105255,86508,74190,55102,77983,58274,42693,26288,28595,29598,29188,25679,16549,10506,12243,7587
TR,EL,null,546055,482234,431988,411396,493202,416137,333192,263686,229282,205110,146693,146566,149888,129026,145626,102528
TR,ES,null,234887,671307,604138,618117,645287,600674,438876,380450,358010,347685,317421,266238,213336,150274,135360,98655
TR,FI,37498,206740,215896,173854,200245,277333,271545,252736,214043,185611,153426,128449,86166,65508,59012,71765,62586
TR,FR,null,1231898,1104883,1003282,993408,1164522,1177630,1119869,1073050,1063632,906484,713197,691870,658266,620069,673256,580357
TR,HR,null,125311,119870,101022,78637,73940,78832,58501,68053,54325,45554,29678,22295,null,null,null,null
TR,HU,null,261176,240521,193967,186006,238560,202848,135551,120566,135109,119064,98276,99995,88748,84837,84727,67711
TR,IE,null,139068,110470,100962,97947,121806,113296,112681,98486,100893,84113,90773,84199,85355,59194,69575,49721
TR,IS,null,492,164,47,1167,4562,4597,1519,2249,2513,2858,4283,5254,4327,4052,1485,568
TR,IT,null,1084704,1032713,1003773,1018510,1140289,1028268,940982,773808,670472,543001,426713,406558,356160,288205,291088,212904
TR,LT,null,224086,194339,134441,113162,111325,94475,71314,41044,50001,51392,56529,75668,57187,36928,33897,null
TR,LU,15004,55741,49361,38143,35476,61182,55936,33823,18953,22841,16030,10419,12110,8210,4254,8882,5917
TR,LV,null,108721,80044,61227,58375,79084,85094,98028,92080,88957,77682,67673,74675,64541,36725,30338,21483
TR,ME,null,66262,67703,55251,42942,null,null,null,null,null,null,null,null,null,null,null,null
TR,MK,null,148778,145361,135732,116110,113087,null,null,null,null,null,null,null,null,null,null,null
TR,MT,null,81707,82302,75563,67105,60657,32186,19565,9059,9194,4214,6408,10932,10602,11353,11111,8860
TR,NL,347631,1289781,1146841,1031278,1159670,1410569,1449029,1419721,1316086,1235262,1057988,925455,979660,957856,1026430,1334803,1288120
TR,NO,null,290318,242071,195751,236999,340907,358604,430536,412209,359534,279303,215024,202597,142570,129842,122040,91821
TR,PL,null,829242,576591,268791,184113,397345,411877,342182,329975,373065,306553,281772,260287,193150,121799,73656,54642
TR,PT,null,144434,142602,131586,122286,105184,69402,50921,44629,39516,36273,22657,16539,14505,10256,7615,4756
TR,RO,null,502005,412810,310757,284289,300938,276984,255152,245297,212197,186074,178184,201374,177399,124012,78975,76236
TR,RS,null,230365,208495,172577,130491,null,null,null,null,null,null,null,null,null,null,null,null
TR,SE,null,532998,487399,432511,460137,653358,691929,714149,625148,554365,410298,307658,306188,246467,246791,306931,215537
TR,SI,null,88914,85076,80227,57946,71405,68854,71292,69541,85348,77108,70073,65190,69890,61565,59277,62112
TR,SK,499,138704,112439,64679,35784,103484,82843,85681,75741,80812,56661,52712,45537,29451,16385,17699,20669
TR,TR,null,50234717,56655029,54971472,51493540,48743194,42952746,38258163,32632474,null,null,null,null,null,null,null,null
TR,UK,null,3269456,2931188,2279656,2300560,2837735,2867573,2722657,2577805,2597175,2725788,2448622,2185383,1963585,1718351,1776442,1406307
UK,AT,null,1208322,1237966,1116934,1055688,905878,823651,774114,834109,854817,828894,875286,914036,938276,891027,899546,876827
UK,BE,null,829573,841028,818825,755944,821722,739668,657783,665845,620439,545824,604651,708680,820397,808315,812025,890950
UK,BG,393989,962863,899120,890396,691368,544709,486690,470412,438974,423202,432879,448748,488281,455771,null,null,null
UK,CH,null,3401750,3423548,3372979,3232312,3117462,3042677,2948916,2928274,2892622,2623797,2639104,2711126,2572436,2510692,2274293,2119798
UK,CY,null,1557381,1533467,1536057,1367782,1210774,1154833,1173714,1264116,1336978,1316619,1367665,1484511,1495513,1511211,1508641,1399245
UK,CZ,null,1183299,1137001,1029949,965580,872238,759392,700451,692505,655617,646890,757416,908813,1039029,1082311,1182009,1036473
UK,DE,1702005,7246025,7541618,7302765,6972756,6712713,6318630,6176001,6019438,5851199,5596164,5315331,5535716,5758036,5721623,5439459,4953947
UK,DK,null,1796443,1816885,1801570,1890952,1696181,1505122,1398203,1293660,1289094,1214595,1244169,1209982,1188125,1169678,1149726,1112443
UK,EE,null,116581,90921,66734,53916,74915,73755,73250,87960,122185,52373,49962,79446,90885,90522,94942,42450
UK,EL,null,3874121,3705646,3549457,3333100,3081768,2843622,2501021,2426232,2408590,2378102,2472339,2646218,2791998,2826871,2874336,2963328
UK,ES,null,22006172,22040400,22737452,20838287,18020378,17285830,16508354,15773183,15865648,14450500,15368417,17453482,17667204,17129092,17325352,16803431
UK,FI,173552,754427,710672,649238,598686,580309,559985,511130,485174,503124,490613,469174,475716,468521,450097,373232,381173
UK,FR,null,6230161,6116196,6103230,5686146,5381569,5230638,5071513,5000945,4965366,4679352,5367920,5835339,5894006,5806337,5518070,5494767
UK,HR,null,904661,832150,806269,607554,514388,474893,443078,374028,315799,310565,308452,278759,null,null,null,null
UK,HU,null,1300377,1135079,1085074,1027442,826890,715021,640750,622165,530545,482727,485002,540542,466848,504273,571917,355118
UK,IE,null,6630217,6522708,6430904,6419449,5792180,5227029,4860491,4734973,4830546,4747878,5422478,6134904,6044848,6176860,5896125,5178845
UK,IS,173606,631934,806647,748216,646712,489488,385534,302440,223493,196066,171258,167631,181989,217625,211200,195965,196311
UK,IT,null,8065580,7945504,7573749,7085388,6369985,5925644,5534992,5450360,5146340,4812443,4991688,5373063,5655670,5313635,5350956,4757177
UK,LT,null,571722,581140,513969,485196,415853,366552,371042,367734,283205,242847,165452,180992,170190,162839,113620,null
UK,LU,60883,296768,278196,275088,218951,200524,194011,187153,139114,128150,106278,101004,111060,113473,106719,96263,92914
UK,LV,null,411088,415647,423195,396208,364801,308945,277481,257103,299351,283270,238468,237015,241738,233414,157851,65179
UK,ME,null,62993,57854,44903,40029,null,null,null,null,null,null,null,null,null,null,null,null
UK,MK,null,30592,34750,35725,36063,36972,null,null,null,null,null,null,null,null,null,null,null
UK,MT,null,855026,832180,737242,676555,641730,614585,579049,554156,545747,516900,499856,535714,558493,507178,539016,529002
UK,NL,1467456,5709988,5538313,5360970,5178718,4781222,4401829,4097729,3899619,3785770,3446638,3491413,3843803,4195369,4150264,3958172,3987160
UK,NO,null,1297433,1275255,1269127,1289972,1367953,1368727,1365581,1207472,1109482,1034123,1003522,989159,923982,937336,851615,702898
UK,PL,null,4095082,3951287,3862657,3575112,3145557,2662908,2601833,2191559,2172328,1783190,1831376,2199554,1962820,1426993,468484,338724
UK,PT,null,4471748,4109053,4219630,3714728,3321586,3076559,2757084,2592257,2686915,2464785,2489816,2744726,2660474,2383983,2280846,2130528
UK,RO,null,1621490,1364337,1296128,1064277,777352,568599,423448,372546,347672,295010,270247,246471,169971,95754,73654,71064
UK,RS,null,90631,26495,23726,23377,null,null,null,null,null,null,null,null,null,null,null,null
UK,SE,null,1320640,1390282,1402897,1400881,1357656,1309315,1307606,1246855,1275826,1095568,1041296,1149553,1140962,1151242,691267,689935
UK,SI,null,116794,125407,124455,94046,79272,70204,69563,58928,63319,62897,70464,79875,83123,92158,78968,58162
UK,SK,94859,336107,320683,280277,322058,295523,250171,219573,226269,237318,251654,270137,340814,249348,228980,143215,64975
UK,TR,null,3246371,2901388,2268584,2302086,2814348,2849113,2699245,2547217,null,null,null,null,null,null,null,null
UK,UK,null,21104955,21838296,21645149,21267009,21038846,20124863,19690622,19248162,19406946,19494653,21370010,23442588,24708309,25220104,25266575,24386058
